Wikidata_URI15	id	album	artist	date	rating	DBpedia_URI	label	DBpedia_URI15	YAGO_URI15	DBpedia_URI15_Base32
http://www.wikidata.org/entity/Q945555	340.0	Looping State of Mind	The Field	11-Oct-11	83.0	http://dbpedia.org/resource/Looping_State_of_Mind	good	http://dbpedia.org/resource/Looping_State_of_Mind	http://yago-knowledge.org/resource/Looping_State_of_Mind	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDPN5YGS3THL5JXIYLUMVPW6ZS7JVUW4ZA=
http://www.wikidata.org/entity/Q6690368	341.0	Love Behind The Melody	Raheem DeVaughn	15-Jan-08	83.0	http://dbpedia.org/resource/Love_Behind_the_Melody	good	http://dbpedia.org/resource/Love_Behind_the_Melody	http://yago-knowledge.org/resource/Love_Behind_the_Melody	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDPOZSV6QTFNBUW4ZC7ORUGKX2NMVWG6ZDZ
http://www.wikidata.org/entity/Q2660849	342.0	Love Is The Answer	Barbra Streisand	29-Sep-09	83.0	http://dbpedia.org/resource/Love_Is_the_Answer_(album)	good	http://dbpedia.org/resource/Love_Is_the_Answer_(album)	http://yago-knowledge.org/resource/Love_Is_the_Answer_(album)	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDPOZSV6SLTL52GQZK7IFXHG53FOJPSQYLMMJ2W2KI=
http://www.wikidata.org/entity/Q6691972	343.0	Love On The Inside	Sugarland	22-Jul-08	83.0	http://dbpedia.org/resource/Love_on_the_Inside	good	http://dbpedia.org/resource/Love_on_the_Inside	http://yago-knowledge.org/resource/Love_on_the_Inside	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDPOZSV633OL52GQZK7JFXHG2LEMU======
http://www.wikidata.org/entity/Q3286404	344.0	Love vs Money	The-Dream	10-Mar-09	83.0	http://dbpedia.org/resource/Love_vs._Money	good	http://dbpedia.org/resource/Love_vs._Money	http://yago-knowledge.org/resource/Love_vs._Money	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDPOZSV65TTFZPU233OMV4Q====
http://www.wikidata.org/entity/Q1932034	345.0	Food & Liquor	Lupe Fiasco	19-Sep-06	83.0	http://dbpedia.org/resource/Lupe_Fiasco's_Food_&_Liquor	good	http://dbpedia.org/resource/Lupe_Fiasco's_Food_&_Liquor	http://yago-knowledge.org/resource/Lupe_Fiasco's_Food_&_Liquor	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDVOBSV6RTJMFZWG3ZHONPUM33PMRPSMX2MNFYXK33S
http://www.wikidata.org/entity/Q6737734	346.0	Majesty Shredding	Superchunk	14-Sep-10	83.0	http://dbpedia.org/resource/Majesty_Shredding	good	http://dbpedia.org/resource/Majesty_Shredding	http://yago-knowledge.org/resource/Majesty_Shredding	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLBNJSXG5DZL5JWQ4TFMRSGS3TH
http://www.wikidata.org/entity/Q2744288	347.0	Midnite Vultures	Beck	16-Nov-99	83.0	http://dbpedia.org/resource/Midnite_Vultures	good	http://dbpedia.org/resource/Midnite_Vultures	http://yago-knowledge.org/resource/Midnite_Vultures	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLJMRXGS5DFL5LHK3DUOVZGK4Y=
http://www.wikidata.org/entity/Q1757011	348.0	Morph The Cat	Donald Fagen	14-Mar-06	83.0	http://dbpedia.org/resource/Morph_the_Cat	good	http://dbpedia.org/resource/Morph_the_Cat	http://yago-knowledge.org/resource/Morph_the_Cat	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLPOJYGQX3UNBSV6Q3BOQ======
http://www.wikidata.org/entity/Q16953708	349.0	Mountain Soul II	Patty Loveless	29-Sep-09	83.0	http://dbpedia.org/resource/Mountain_Soul_II	good	http://dbpedia.org/resource/Mountain_Soul_II	http://yago-knowledge.org/resource/Mountain_Soul_II	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLPOVXHIYLJNZPVG33VNRPUSSI=
http://www.wikidata.org/entity/Q959540	350.0	My Father Will Guide Me Up a Rope to the Sky	Swans	21-Sep-10	83.0	http://dbpedia.org/resource/My_Father_Will_Guide_Me_up_a_Rope_to_the_Sky	good	http://dbpedia.org/resource/My_Father_Will_Guide_Me_up_a_Rope_to_the_Sky	http://yago-knowledge.org/resource/My_Father_Will_Guide_Me_up_a_Rope_to_the_Sky	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLZL5DGC5DIMVZF6V3JNRWF6R3VNFSGKX2NMVPXK4C7MFPVE33QMVPXI327ORUGKX2TNN4Q====
http://www.wikidata.org/entity/Q2748612	351.0	New Amerykah: Part One (4th World War)	Erykah Badu	26-Feb-08	83.0	http://dbpedia.org/resource/New_Amerykah_Part_One_(4th_World_War)	good	http://dbpedia.org/resource/New_Amerykah_Part_One_(4th_World_War)		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TTFO5PUC3LFOJ4WWYLIL5IGC4TUL5HW4ZK7FA2HI2C7K5XXE3DEL5LWC4RJ
http://www.wikidata.org/entity/Q10336535	352.0	New Amerykah Part Two: Return of the Ankh	Erykah Badu	30-Mar-10	83.0	http://dbpedia.org/resource/New_Amerykah_Part_Two_(Return_of_the_Ankh)	good	http://dbpedia.org/resource/New_Amerykah_Part_Two_(Return_of_the_Ankh)	http://yago-knowledge.org/resource/New_Amerykah_Part_Two_(Return_of_the_Ankh)	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TTFO5PUC3LFOJ4WWYLIL5IGC4TUL5KHO327FBJGK5DVOJXF633GL52GQZK7IFXGW2BJ
http://www.wikidata.org/entity/Q289066	353.0	Nostalgia, Ultra.	Frank Ocean	18-Feb-11	83.0	http://dbpedia.org/resource/Nostalgia,_Ultra	good	http://dbpedia.org/resource/Nostalgia,_Ultra	http://yago-knowledge.org/resource/Nostalgia,_Ultra	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TTPON2GC3DHNFQSYX2VNR2HEYI=
http://www.wikidata.org/entity/Q286217	354.0	obZen	Meshuggah	11-Mar-08	83.0	http://dbpedia.org/resource/ObZen	good	http://dbpedia.org/resource/ObZen	http://yago-knowledge.org/resource/ObZen	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6T3CLJSW4===
http://www.wikidata.org/entity/Q2470965	355.0	One Kind Favor	B.B. King	26-Aug-08	83.0	http://dbpedia.org/resource/One_Kind_Favor	good	http://dbpedia.org/resource/One_Kind_Favor	http://yago-knowledge.org/resource/One_Kind_Favor	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6T3OMVPUW2LOMRPUMYLWN5ZA====
	356.0	Look Around the Corner	Alice Russell	2-Apr-12	83.0	http://dbpedia.org/resource/Quantic_&_Alice_Russell:_Look_Around_The_Corner	good	http://dbpedia.org/resource/Quantic_&_Alice_Russell:_Look_Around_the_Corner		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6ULVMFXHI2LDL4TF6QLMNFRWKX2SOVZXGZLMNQ5F6TDPN5VV6QLSN52W4ZC7ORUGKX2DN5ZG4ZLS
http://www.wikidata.org/entity/Q7300843	357.0	Real Animal	Alejandro Escovedo	24-Jun-08	83.0	http://dbpedia.org/resource/Real_Animal	good	http://dbpedia.org/resource/Real_Animal	http://yago-knowledge.org/resource/Real_Animal	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTFMFWF6QLONFWWC3A=
http://www.wikidata.org/entity/Q7304040	358.0	Red Dirt Road	Brooks & Dunn	15-Jul-03	83.0	http://dbpedia.org/resource/Red_Dirt_Road	good	http://dbpedia.org/resource/Red_Dirt_Road	http://yago-knowledge.org/resource/Red_Dirt_Road	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTFMRPUI2LSORPVE33BMQ======
http://www.wikidata.org/entity/Q16961448	359.0	School Of The Flower	Six Organs of Admittance	25-Jan-05	83.0	http://dbpedia.org/resource/School_of_the_Flower	good	http://dbpedia.org/resource/School_of_the_Flower	http://yago-knowledge.org/resource/School_of_the_Flower	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3DNBXW63C7N5TF65DIMVPUM3DPO5SXE===
http://www.wikidata.org/entity/Q3285529	360.0	Skying	The Horrors	9-Aug-11	83.0	http://dbpedia.org/resource/Skying	good	http://dbpedia.org/resource/Skying	http://yago-knowledge.org/resource/Skying	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3LPFUW4ZY=
http://www.wikidata.org/entity/Q16950071	361.0	Skyscraper National Park	Hayden	12-Mar-02	83.0	http://dbpedia.org/resource/Skyscraper_National_Park	good	http://dbpedia.org/resource/Skyscraper_National_Park	http://yago-knowledge.org/resource/Skyscraper_National_Park	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3LPFZWG4TBOBSXEX2OMF2GS33OMFWF6UDBOJVQ====
http://www.wikidata.org/entity/Q7574457	362.0	Special Affections	Diamond Rings	21-Jun-11	83.0	http://dbpedia.org/resource/Special_Affections	good	http://dbpedia.org/resource/Special_Affections	http://yago-knowledge.org/resource/Special_Affections	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3QMVRWSYLML5AWMZTFMN2GS33OOM======
http://www.wikidata.org/entity/Q2097160	363.0	Sung Tongs	Animal Collective	1-Jun-04	83.0	http://dbpedia.org/resource/Sung_Tongs	good	http://dbpedia.org/resource/Sung_Tongs	http://yago-knowledge.org/resource/Sung_Tongs	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3VNZTV6VDPNZTXG===
http://www.wikidata.org/entity/Q3519928	364.0	The Besnard Lakes Are The Dark Horse	The Besnard Lakes	20-Feb-07	83.0	http://dbpedia.org/resource/The_Besnard_Lakes_Are_the_Dark_Horse	good	http://dbpedia.org/resource/The_Besnard_Lakes_Are_the_Dark_Horse	http://yago-knowledge.org/resource/The_Besnard_Lakes_Are_the_Dark_Horse	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDIMVPUEZLTNZQXEZC7JRQWWZLTL5AXEZK7ORUGKX2EMFZGWX2IN5ZHGZI=
http://www.wikidata.org/entity/Q7479327	365.0	The Bright Mississippi	Allen Toussaint	21-Apr-09	83.0	http://dbpedia.org/resource/The_Bright_Mississippi	good	http://dbpedia.org/resource/The_Bright_Mississippi		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDIMVPUE4TJM5UHIX2NNFZXG2LTONUXA4DJ
http://www.wikidata.org/entity/Q3522478	366.0	The Remote Part	Idlewild	25-Mar-03	83.0	http://dbpedia.org/resource/The_Remote_Part	good	http://dbpedia.org/resource/The_Remote_Part	http://yago-knowledge.org/resource/The_Remote_Part	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDIMVPVEZLNN52GKX2QMFZHI===
http://www.wikidata.org/entity/Q7767441	367.0	The Sunset Tree	The Mountain Goats	26-Apr-05	83.0	http://dbpedia.org/resource/The_Sunset_Tree	good	http://dbpedia.org/resource/The_Sunset_Tree	http://yago-knowledge.org/resource/The_Sunset_Tree	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDIMVPVG5LOONSXIX2UOJSWK===
http://www.wikidata.org/entity/Q3068585	368.0	The Whole Love	Wilco	27-Sep-11	83.0	http://dbpedia.org/resource/The_Whole_Love	good	http://dbpedia.org/resource/The_Whole_Love	http://yago-knowledge.org/resource/The_Whole_Love	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDIMVPVO2DPNRSV6TDPOZSQ====
http://www.wikidata.org/entity/Q889228	369.0	Think Tank	Blur	6-May-03	83.0	http://dbpedia.org/resource/Think_Tank_(Blur_album)	good	http://dbpedia.org/resource/Think_Tank_(Blur_album)	http://yago-knowledge.org/resource/Think_Tank_(Blur_album)	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDINFXGWX2UMFXGWXZIIJWHK4S7MFWGE5LNFE======
http://www.wikidata.org/entity/Q7847674	370.0	Truly She Is None Other	Holly Golightly	29-Jul-03	83.0	http://dbpedia.org/resource/Truly_She_Is_None_Other	good	http://dbpedia.org/resource/Truly_She_Is_None_Other	http://yago-knowledge.org/resource/Truly_She_Is_None_Other	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDSOVWHSX2TNBSV6SLTL5HG63TFL5HXI2DFOI======
http://www.wikidata.org/entity/Q4051897	371.0	Two Dancers	Wild Beasts	8-Sep-09	83.0	http://dbpedia.org/resource/Two_Dancers	good	http://dbpedia.org/resource/Two_Dancers	http://yago-knowledge.org/resource/Two_Dancers	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDXN5PUIYLOMNSXE4Y=
http://www.wikidata.org/entity/Q4052740	372.0	The Visiter	The Dodos	18-Mar-08	83.0	http://dbpedia.org/resource/Visiter	good	http://dbpedia.org/resource/Visiter	http://yago-knowledge.org/resource/Visiter	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VTJONUXIZLS
http://www.wikidata.org/entity/Q8000631	373.0	Wild Flag	Wild Flag	13-Sep-11	83.0	http://dbpedia.org/resource/Wild_Flag_(album)	good	http://dbpedia.org/resource/Wild_Flag_(album)	http://yago-knowledge.org/resource/Wild_Flag_(album)	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6V3JNRSF6RTMMFTV6KDBNRRHK3JJ
http://www.wikidata.org/entity/Q3115265	374.0	Wounded Rhymes	Lykke Li	1-Mar-11	83.0	http://dbpedia.org/resource/Wounded_Rhymes	good	http://dbpedia.org/resource/Wounded_Rhymes	http://yago-knowledge.org/resource/Wounded_Rhymes	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6V3POVXGIZLEL5JGQ6LNMVZQ====
http://www.wikidata.org/entity/Q1139485	375.0	You Could Have It So Much Better	Franz Ferdinand	4-Oct-05	83.0	http://dbpedia.org/resource/You_Could_Have_It_So_Much_Better	good	http://dbpedia.org/resource/You_Could_Have_It_So_Much_Better	http://yago-knowledge.org/resource/You_Could_Have_It_So_Much_Better	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6WLPOVPUG33VNRSF6SDBOZSV6SLUL5JW6X2NOVRWQX2CMV2HIZLS
http://www.wikidata.org/entity/Q4544932	376.0	(a)spera	Mirah	10-Mar-09	82.0	http://dbpedia.org/resource/(a)spera	good	http://dbpedia.org/resource/(a)spera	http://yago-knowledge.org/resource/(a)spera	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6KDBFFZXAZLSME======
http://www.wikidata.org/entity/Q4545075	377.0	Burn Piano Island, Burn	The Blood Brothers	18-Mar-03	82.0	http://dbpedia.org/resource/...Burn,_Piano_Island,_Burn	good	http://dbpedia.org/resource/...Burn,_Piano_Island,_Burn	http://yago-knowledge.org/resource/...Burn,_Piano_Island,_Burn	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6LROFZBHK4TOFRPVA2LBNZXV6SLTNRQW4ZBML5BHK4TO
http://www.wikidata.org/entity/Q2813739	378.0	1st Born Second	Bilal	17-Jul-01	82.0	http://dbpedia.org/resource/1st_Born_Second	good	http://dbpedia.org/resource/1st_Born_Second		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6MLTORPUE33SNZPVGZLDN5XGI===
http://www.wikidata.org/entity/Q4645246	379.0	8 Million Stories	Soul Position	7-Oct-03	82.0	http://dbpedia.org/resource/8_Million_Stories	good	http://dbpedia.org/resource/8_Million_Stories		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6OC7JVUWY3DJN5XF6U3UN5ZGSZLT
http://www.wikidata.org/entity/Q10212417	380.0	A Creature I Don't Know	Laura Marling	13-Sep-11	82.0	http://dbpedia.org/resource/A_Creature_I_Don't_Know	good	http://dbpedia.org/resource/A_Creature_I_Don't_Know	http://yago-knowledge.org/resource/A_Creature_I_Don't_Know	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QK7INZGKYLUOVZGKX2JL5CG63RHORPUW3TPO4======
http://www.wikidata.org/entity/Q467195	381.0	American V: A Hundred Highways	Johnny Cash	4-Jul-06	82.0	http://dbpedia.org/resource/American_V:_A_Hundred_Highways	good	http://dbpedia.org/resource/American_V:_A_Hundred_Highways		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLNMVZGSY3BNZPVMOS7IFPUQ5LOMRZGKZC7JBUWO2DXMF4XG===
http://www.wikidata.org/entity/Q4749897	382.0	An Empty Bliss Beyond This World	The Caretaker	21-Jun-11	82.0	http://dbpedia.org/resource/An_Empty_Bliss_Beyond_This_World	good	http://dbpedia.org/resource/An_Empty_Bliss_Beyond_This_World	http://yago-knowledge.org/resource/An_Empty_Bliss_Beyond_This_World	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLOL5CW24DUPFPUE3DJONZV6QTFPFXW4ZC7KRUGS427K5XXE3DE
http://www.wikidata.org/entity/Q732741	383.0	Asleep In The Back	Elbow	22-Jan-02	82.0	http://dbpedia.org/resource/Asleep_in_the_Back	good	http://dbpedia.org/resource/Asleep_in_the_Back	http://yago-knowledge.org/resource/Asleep_in_the_Back	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLTNRSWK4C7NFXF65DIMVPUEYLDNM======
http://www.wikidata.org/entity/Q4812374	384.0	At My Age	Nick Lowe	26-Jun-07	82.0	http://dbpedia.org/resource/At_My_Age	good	http://dbpedia.org/resource/At_My_Age	http://yago-knowledge.org/resource/At_My_Age	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLUL5GXSX2BM5SQ====
http://www.wikidata.org/entity/Q4812386	385.0	At Night We Live	Far	25-May-10	82.0	http://dbpedia.org/resource/At_Night_We_Live	good	http://dbpedia.org/resource/At_Night_We_Live	http://yago-knowledge.org/resource/At_Night_We_Live	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLUL5HGSZ3IORPVOZK7JRUXMZI=
http://www.wikidata.org/entity/Q4876766	386.0	Bears, Mayors, Scraps & Bones	Cancer Bats	13-Apr-10	82.0	http://dbpedia.org/resource/Bears,_Mayors,_Scraps_&_Bones	good	http://dbpedia.org/resource/Bears,_Mayors,_Scraps_&_Bones	http://yago-knowledge.org/resource/Bears,_Mayors,_Scraps_&_Bones	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTFMFZHGLC7JVQXS33SOMWF6U3DOJQXA427EZPUE33OMVZQ====
http://www.wikidata.org/entity/Q4923119	387.0	Blacklisted	Neko Case	20-Aug-02	82.0	http://dbpedia.org/resource/Blacklisted_(album)	good	http://dbpedia.org/resource/Blacklisted_(album)	http://yago-knowledge.org/resource/Blacklisted_(album)	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTMMFRWW3DJON2GKZC7FBQWYYTVNUUQ====
http://www.wikidata.org/entity/Q885135	388.0	Blood Mountain	Mastodon	12-Sep-06	82.0	http://dbpedia.org/resource/Blood_Mountain_(album)	good	http://dbpedia.org/resource/Blood_Mountain_(album)	http://yago-knowledge.org/resource/Blood_Mountain_(album)	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTMN5XWIX2NN52W45DBNFXF6KDBNRRHK3JJ
http://www.wikidata.org/entity/Q4967494	389.0	Bright Yellow Bright Orange	The Go-Betweens	18-Feb-03	82.0	http://dbpedia.org/resource/Bright_Yellow_Bright_Orange	good	http://dbpedia.org/resource/Bright_Yellow_Bright_Orange	http://yago-knowledge.org/resource/Bright_Yellow_Bright_Orange	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTSNFTWQ5C7LFSWY3DPO5PUE4TJM5UHIX2POJQW4Z3F
http://www.wikidata.org/entity/Q586246	390.0	Broken Social Scene	Broken Social Scene	4-Oct-05	82.0	http://dbpedia.org/resource/Broken_Social_Scene_(album)	good	http://dbpedia.org/resource/Broken_Social_Scene_(album)	http://yago-knowledge.org/resource/Broken_Social_Scene_(album)	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTSN5VWK3S7KNXWG2LBNRPVGY3FNZSV6KDBNRRHK3JJ
http://www.wikidata.org/entity/Q202544	391.0	Build a Rocket Boys!	Elbow	12-Apr-11	82.0	http://dbpedia.org/resource/Build_a_Rocket_Boys!	good	http://dbpedia.org/resource/Build_a_Rocket_Boys!	http://yago-knowledge.org/resource/Build_a_Rocket_Boys!	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTVNFWGIX3BL5JG6Y3LMV2F6QTPPFZSC===
http://www.wikidata.org/entity/Q5127806	392.0	Clash Battle Guilt Pride	Polar Bear Club	13-Sep-11	82.0	http://dbpedia.org/resource/Clash_Battle_Guilt_Pride	good	http://dbpedia.org/resource/Clash_Battle_Guilt_Pride	http://yago-knowledge.org/resource/Clash_Battle_Guilt_Pride	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3MMFZWQX2CMF2HI3DFL5DXK2LMORPVA4TJMRSQ====
http://www.wikidata.org/entity/Q868452	393.0	Come Away With Me	Norah Jones	26-Feb-02	82.0	http://dbpedia.org/resource/Come_Away_with_Me	good	http://dbpedia.org/resource/Come_Away_with_Me	http://yago-knowledge.org/resource/Come_Away_with_Me	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3PNVSV6QLXMF4V653JORUF6TLF
http://www.wikidata.org/entity/Q1941711	394.0	Confield	Autechre	15-May-01	82.0	http://dbpedia.org/resource/Confield	good	http://dbpedia.org/resource/Confield	http://yago-knowledge.org/resource/Confield	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3PNZTGSZLMMQ======
http://www.wikidata.org/entity/Q960140	395.0	Crack The Skye	Mastodon	24-Mar-09	82.0	http://dbpedia.org/resource/Crack_the_Skye	good	http://dbpedia.org/resource/Crack_the_Skye	http://yago-knowledge.org/resource/Crack_the_Skye	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3SMFRWWX3UNBSV6U3LPFSQ====
http://www.wikidata.org/entity/Q5195253	396.0	Curse Your Branches	David Bazan	1-Sep-09	82.0	http://dbpedia.org/resource/Curse_Your_Branches	good	http://dbpedia.org/resource/Curse_Your_Branches	http://yago-knowledge.org/resource/Curse_Your_Branches	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3VOJZWKX2ZN52XEX2COJQW4Y3IMVZQ====
http://www.wikidata.org/entity/Q682433	397.0	Dark Roots of Earth	Testament	31-Jul-12	82.0	http://dbpedia.org/resource/Dark_Roots_of_Earth	good	http://dbpedia.org/resource/Dark_Roots_of_Earth		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDBOJVV6UTPN52HGX3PMZPUKYLSORUA====
http://www.wikidata.org/entity/Q5243089	398.0	Saves the Day	Saves the Day	17-Sep-13	82.0	http://dbpedia.org/resource/Daybreak_(Saves_the_Day_album)	good	http://dbpedia.org/resource/Daybreak_(Saves_the_Day_album)	http://yago-knowledge.org/resource/Daybreak_(Saves_the_Day_album)	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDBPFRHEZLBNNPSQU3BOZSXGX3UNBSV6RDBPFPWC3DCOVWSS===
http://www.wikidata.org/entity/Q287262	399.0	De-Loused In The Comatorium	The Mars Volta	24-Jun-03	82.0	http://dbpedia.org/resource/De-Loused_in_the_Comatorium	good	http://dbpedia.org/resource/De-Loused_in_the_Comatorium	http://yago-knowledge.org/resource/De-Loused_in_the_Comatorium	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDFFVGG65LTMVSF62LOL52GQZK7INXW2YLUN5ZGS5LN
http://www.wikidata.org/entity/Q834418	400.0	Demon Days	Gorillaz	24-May-05	82.0	http://dbpedia.org/resource/Demon_Days	good	http://dbpedia.org/resource/Demon_Days	http://yago-knowledge.org/resource/Demon_Days	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDFNVXW4X2EMF4XG===
http://www.wikidata.org/entity/Q5276673	401.0	Dilate	Bardo Pond	24-Apr-01	82.0	http://dbpedia.org/resource/Dilate_(Bardo_Pond_album)	good	http://dbpedia.org/resource/Dilate_(Bardo_Pond_album)	http://yago-knowledge.org/resource/Dilate_(Bardo_Pond_album)	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDJNRQXIZK7FBBGC4TEN5PVA33OMRPWC3DCOVWSS===
http://www.wikidata.org/entity/Q5285132	402.0	Dizzy Spells	The Ex	24-Apr-01	82.0	http://dbpedia.org/resource/Dizzy_Spells_(album)	good	http://dbpedia.org/resource/Dizzy_Spells_(album)	http://yago-knowledge.org/resource/Dizzy_Spells_(album)	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDJPJ5HSX2TOBSWY3DTL4UGC3DCOVWSS===
http://www.wikidata.org/entity/Q5286346	403.0	Do You Like Rock Music?	British Sea Power	12-Feb-08	82.0	http://dbpedia.org/resource/Do_You_Like_Rock_Music%3F	good	http://dbpedia.org/resource/Do_You_Like_Rock_Music?	http://yago-knowledge.org/resource/Do_You_Like_Rock_Music%3F	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDPL5MW65K7JRUWWZK7KJXWG227JV2XG2LDH4======
http://www.wikidata.org/entity/Q5297130	404.0	Doomsdayer's Holiday	Grails	7-Oct-08	82.0	http://dbpedia.org/resource/Doomsdayer's_Holiday	good	http://dbpedia.org/resource/Doomsdayer's_Holiday	http://yago-knowledge.org/resource/Doomsdayer's_Holiday	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDPN5WXGZDBPFSXEJ3TL5EG63DJMRQXS===
http://www.wikidata.org/entity/Q5307096	405.0	Dressy Bessy	Dressy Bessy	26-Aug-03	82.0	http://dbpedia.org/resource/Dressy_Bessy_(album)	good	http://dbpedia.org/resource/Dressy_Bessy_(album)	http://yago-knowledge.org/resource/Dressy_Bessy_(album)	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDSMVZXG6K7IJSXG43ZL4UGC3DCOVWSS===
