Wikidata_URI15	FICE	College_name	State	Type	Average_salary_full_professors	Average_salary_associate_professors	Average_salary_assistant_professors	rating	Average_compensation_full_professor	Average_compensation_associate_professors	Average_compensation_assistant_professors	Average_compensation_all_ranks	Number_of_full_professors	Number_of_associate_professors	Number_of_assistant_professors	Number_of_instructors	Number_of_faculty_all_ranks	DBpedia_URI	label	label_comp	id	DBpedia_URI15	YAGO_URI15	DBpedia_URI15_Base32
http://www.wikidata.org/entity/Q1183967	1428	Delaware State University	DE	IIA	545	435	359.0	379	716	583	491.0	515	29	47	61	34	183	http://dbpedia.org/resource/Delaware_State_University	medium	medium	123	http://dbpedia.org/resource/Delaware_State_University	http://yago-knowledge.org/resource/Delaware_State_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDFNRQXOYLSMVPVG5DBORSV6VLONF3GK4TTNF2HS===
http://www.wikidata.org/entity/Q14685417	1429	Goldey Beacom College	DE	IIB	492	405		417	613	511		528	8	14	3	1	26	http://dbpedia.org/resource/Goldey%E2%80%93Beacom_College	medium	medium	124	http://dbpedia.org/resource/Goldey-Beacom_College		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3PNRSGK6PPX66UEZLBMNXW2X2DN5WGYZLHMU======
http://www.wikidata.org/entity/Q1068072	1431	University of Delaware	DE	I	723	531	422.0	556	922	693	554.0	721	341	319	217	65	953	http://dbpedia.org/resource/University_of_Delaware	high	high	125	http://dbpedia.org/resource/University_of_Delaware	http://yago-knowledge.org/resource/University_of_Delaware	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPUIZLMMF3WC4TF
http://www.wikidata.org/entity/Q7983897	1433	Wesley College	DE	IIB	448	373	334.0	376	565	449	396.0	456	14	12	22	1	49	http://dbpedia.org/resource/Wesley_College_(Victoria)	medium	medium	126	http://dbpedia.org/resource/Wesley_College_(Victoria)	http://yago-knowledge.org/resource/Wesley_College_(Victoria)	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6V3FONWGK6K7INXWY3DFM5SV6KCWNFRXI33SNFQSS===
http://www.wikidata.org/entity/Q809106	1466	Barry University	FL	IIA	488	420	350.0	394	598	508	424.0	477	39	77	84	15	215	http://dbpedia.org/resource/Barry_University	medium	medium	127	http://dbpedia.org/resource/Barry_University	http://yago-knowledge.org/resource/Barry_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTBOJZHSX2VNZUXMZLSONUXI6I=
http://www.wikidata.org/entity/Q2323376	1468	St. Thomas University	FL	IIA	438	482	351.0	403	520	570	421.0	480	23	22	37	4	90	http://dbpedia.org/resource/St._Thomas_University_(Florida)	medium	medium	128	http://dbpedia.org/resource/St._Thomas_University_(Florida)	http://yago-knowledge.org/resource/St._Thomas_University_(Florida)	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3UFZPVI2DPNVQXGX2VNZUXMZLSONUXI6K7FBDGY33SNFSGCKI=
http://www.wikidata.org/entity/Q1430048	1480	Florida A & M University	FL	IIA	524	426	359.0	424	661	543	460.0	540	103	123	111	27	364	http://dbpedia.org/resource/Florida_A&M_University	medium	medium	129	http://dbpedia.org/resource/Florida_A&M_University	http://yago-knowledge.org/resource/Florida_A&M_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTMN5ZGSZDBL5ASMTK7KVXGS5TFOJZWS5DZ
http://www.wikidata.org/entity/Q429863	1481	Florida Atlantic University	FL	IIA	580	426	394.0	461	750	559	517.0	601	183	147	159	30	528	http://dbpedia.org/resource/Florida_Atlantic_University	medium	high	130	http://dbpedia.org/resource/Florida_Atlantic_University	http://yago-knowledge.org/resource/Florida_Atlantic_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTMN5ZGSZDBL5AXI3DBNZ2GSY27KVXGS5TFOJZWS5DZ
http://www.wikidata.org/entity/Q5332879	1487	Eckerd College	FL	IIB	534	424	357.0	436	676	547	472.0	563	32	18	37	0	87	http://dbpedia.org/resource/Eckerd_College	medium	medium	131	http://dbpedia.org/resource/Eckerd_College	http://yago-knowledge.org/resource/Eckerd_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RLDNNSXEZC7INXWY3DFM5SQ====
http://www.wikidata.org/entity/Q5461600	1488	Florida Southern College	FL	IIB	440	369	331.0	369	552	473	409.0	463	30	18	44	4	96	http://dbpedia.org/resource/Florida_Southern_College	medium	medium	132	http://dbpedia.org/resource/Florida_Southern_College	http://yago-knowledge.org/resource/Florida_Southern_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTMN5ZGSZDBL5JW65LUNBSXE3S7INXWY3DFM5SQ====
http://www.wikidata.org/entity/Q861548	1489	Florida State University	FL	I	564	399	378.0	473	729	525	494.0	616	510	316	192	16	1038	http://dbpedia.org/resource/Florida_State_University	medium	high	133	http://dbpedia.org/resource/Florida_State_University	http://yago-knowledge.org/resource/Florida_State_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTMN5ZGSZDBL5JXIYLUMVPVK3TJOZSXE43JOR4Q====
http://www.wikidata.org/entity/Q2164222	1515	Rollins College	FL	IIA	542	420	321.0	457	678	519	378.0	564	78	43	26	7	154	http://dbpedia.org/resource/Rollins_College	medium	medium	134	http://dbpedia.org/resource/Rollins_College	http://yago-knowledge.org/resource/Rollins_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTPNRWGS3TTL5BW63DMMVTWK===
http://www.wikidata.org/entity/Q2341039	1531	Stetson University	FL	IIA	622	437	370.0	477	794	561	467.0	605	61	52	65	2	185	http://dbpedia.org/resource/Stetson_University	medium	high	135	http://dbpedia.org/resource/Stetson_University	http://yago-knowledge.org/resource/Stetson_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3UMV2HG33OL5KW42LWMVZHG2LUPE======
http://www.wikidata.org/entity/Q501758	1535	University of Florida	FL	I	613	430	399.0	501	790	567	527.0	653	981	721	510	49	2261	http://dbpedia.org/resource/University_of_Florida	high	high	136	http://dbpedia.org/resource/University_of_Florida	http://yago-knowledge.org/resource/University_of_Florida	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPUM3DPOJUWIYI=
http://www.wikidata.org/entity/Q738258	1536	University of Miami	FL	I	693	510	408.0	513	895	654	514.0	659	291	200	147	20	769	http://dbpedia.org/resource/University_of_Miami	high	high	137	http://dbpedia.org/resource/University_of_Miami	http://yago-knowledge.org/resource/University_of_Miami	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPU22LBNVUQ====
http://www.wikidata.org/entity/Q500606	1537	University of South Florida	FL	I	571	418	369.0	455	735	547	483.0	591	387	319	239	45	1038	http://dbpedia.org/resource/University_of_South_Florida	medium	medium	138	http://dbpedia.org/resource/University_of_South_Florida	http://yago-knowledge.org/resource/University_of_South_Florida	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPVG33VORUF6RTMN5ZGSZDB
http://www.wikidata.org/entity/Q751289	1538	University of Tampa	FL	IIB	495	425	371.0	416	593	513	438.0	497	36	37	46	4	127	http://dbpedia.org/resource/University_of_Tampa	medium	medium	139	http://dbpedia.org/resource/University_of_Tampa	http://yago-knowledge.org/resource/University_of_Tampa	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPVIYLNOBQQ====
http://www.wikidata.org/entity/Q659255	3955	University of West Florida	FL	IIA	489	391	350.0	390	636	505	458.0	507	59	65	75	22	221	http://dbpedia.org/resource/University_of_West_Florida	medium	medium	140	http://dbpedia.org/resource/University_of_West_Florida	http://yago-knowledge.org/resource/University_of_West_Florida	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPVOZLTORPUM3DPOJUWIYI=
http://www.wikidata.org/entity/Q7127976	8849	Palm Beach Atlantic College	FL	IIB	413	369	333.0	348	491	451	390.0	412	11	14	28	13	66	http://dbpedia.org/resource/Palm_Beach_Atlantic_University	low	low	141	http://dbpedia.org/resource/Palm_Beach_Atlantic_University	http://yago-knowledge.org/resource/Palm_Beach_Atlantic_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDBNRWV6QTFMFRWQX2BORWGC3TUNFRV6VLONF3GK4TTNF2HS===
http://www.wikidata.org/entity/Q1473796	9841	University of North Florida	FL	IIB	498	405	343.0	408	663	544	462.0	547	73	81	57	19	230	http://dbpedia.org/resource/University_of_North_Florida	medium	medium	142	http://dbpedia.org/resource/University_of_North_Florida	http://yago-knowledge.org/resource/University_of_North_Florida	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPU433SORUF6RTMN5ZGSZDB
http://www.wikidata.org/entity/Q2826926	1542	Agnes Scott College	GA	IIB	527	421	356.0	426	651	528	441.0	528	19	24	19	4	66	http://dbpedia.org/resource/Agnes_Scott_College	medium	medium	143	http://dbpedia.org/resource/Agnes_Scott_College	http://yago-knowledge.org/resource/Agnes_Scott_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLHNZSXGX2TMNXXI5C7INXWY3DFM5SQ====
http://www.wikidata.org/entity/Q4709390	1544	Albany State College	GA	IIB	444	395	335.0	371	578	519	437.0	484	38	24	68	8	138	http://dbpedia.org/resource/Albany_State_University	medium	medium	144	http://dbpedia.org/resource/Albany_State_University	http://yago-knowledge.org/resource/Albany_State_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLMMJQW46K7KN2GC5DFL5KW42LWMVZHG2LUPE======
http://www.wikidata.org/entity/Q14432001	1552	Augusta College	GA	IIA	503	409	336.0	383	645	520	431.0	489	40	43	79	21	183	http://dbpedia.org/resource/Augusta_State_University	medium	medium	145	http://dbpedia.org/resource/Augusta_State_University	http://yago-knowledge.org/resource/Augusta_State_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLVM52XG5DBL5JXIYLUMVPVK3TJOZSXE43JOR4Q====
http://www.wikidata.org/entity/Q4894781	1554	Berry College	GA	IIB	515	403	343.0	399	650	519	439.0	509	25	20	38	3	92	http://dbpedia.org/resource/Berry_College	medium	medium	146	http://dbpedia.org/resource/Berry_College	http://yago-knowledge.org/resource/Berry_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTFOJZHSX2DN5WGYZLHMU======
http://www.wikidata.org/entity/Q5150026	1561	Columbus College	GA	IIA	456	375	333.0	396	588	491	437.0	515	75	50	51	2	178	http://dbpedia.org/resource/Columbus_College_of_Art_and_Design	medium	medium	147	http://dbpedia.org/resource/Columbus_College_of_Art_and_Design		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3PNR2W2YTVONPUG33MNRSWOZK7N5TF6QLSORPWC3TEL5CGK43JM5XA====
http://www.wikidata.org/entity/Q621043	1564	Emory University	GA	I	796	547	451.0	608	972	686	567.0	753	203	177	161	8	549	http://dbpedia.org/resource/Emory_University	high	high	148	http://dbpedia.org/resource/Emory_University	http://yago-knowledge.org/resource/Emory_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RLNN5ZHSX2VNZUXMZLSONUXI6I=
http://www.wikidata.org/entity/Q5472214	1566	Fort Valley State College	GA	IIB	471	382	339.0	379	596	490	439.0	487	37	39	49	17	142	http://dbpedia.org/resource/Fort_Valley_State_University	medium	medium	149	http://dbpedia.org/resource/Fort_Valley_State_University	http://yago-knowledge.org/resource/Fort_Valley_State_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTPOJ2F6VTBNRWGK6K7KN2GC5DFL5KW42LWMVZHG2LUPE======
http://www.wikidata.org/entity/Q864855	1569	Georgia Institute of Technology	GA	I	684	517	462.0	558	862	665	594.0	711	235	206	167	17	626	http://dbpedia.org/resource/Georgia_Institute_of_Technology	high	high	150	http://dbpedia.org/resource/Georgia_Institute_of_Technology	http://yago-knowledge.org/resource/Georgia_Institute_of_Technology	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3FN5ZGO2LBL5EW443UNF2HK5DFL5XWMX2UMVRWQ3TPNRXWO6I=
http://www.wikidata.org/entity/Q624959	1572	Georgia Southern University	GA	IIA	495	408	328.0	363	623	509	407.0	453	105	135	254	109	603	http://dbpedia.org/resource/Georgia_Southern_University	medium	medium	151	http://dbpedia.org/resource/Georgia_Southern_University	http://yago-knowledge.org/resource/Georgia_Southern_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3FN5ZGO2LBL5JW65LUNBSXE3S7KVXGS5TFOJZWS5DZ
http://www.wikidata.org/entity/Q1509333	1574	Georgia State University	GA	I	666	474	390.0	502	817	594	493.0	624	258	254	241	40	793	http://dbpedia.org/resource/Georgia_State_University	high	high	152	http://dbpedia.org/resource/Georgia_State_University	http://yago-knowledge.org/resource/Georgia_State_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3FN5ZGO2LBL5JXIYLUMVPVK3TJOZSXE43JOR4Q====
http://www.wikidata.org/entity/Q4400868	1586	Oglethorpe University	GA	IIB	516	454	329.0	450	630	550	390.0	546	21	9	10	0	44	http://dbpedia.org/resource/Oglethorpe_University	medium	medium	153	http://dbpedia.org/resource/Oglethorpe_University	http://yago-knowledge.org/resource/Oglethorpe_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6T3HNRSXI2DPOJYGKX2VNZUXMZLSONUXI6I=
http://www.wikidata.org/entity/Q7502154	1591	Shorter College	GA	IIB	370	308	294.0	317	439	368	355.0	379	16	17	17	5	55	http://dbpedia.org/resource/Shorter_University	low	low	154	http://dbpedia.org/resource/Shorter_University	http://yago-knowledge.org/resource/Shorter_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3IN5ZHIZLSL5KW42LWMVZHG2LUPE======
http://www.wikidata.org/entity/Q761534	1598	University of Georgia	GA	I	619	444	378.0	489	768	553	464.0	607	650	552	391	64	1658	http://dbpedia.org/resource/University_of_Georgia	medium	high	155	http://dbpedia.org/resource/University_of_Georgia	http://yago-knowledge.org/resource/University_of_Georgia	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPUOZLPOJTWSYI=
http://www.wikidata.org/entity/Q2508061	1599	Valdosta State University	GA	IIA	477	386	344.0	390	603	496	445.0	500	88	90	114	19	311	http://dbpedia.org/resource/Valdosta_State_University	medium	medium	156	http://dbpedia.org/resource/Valdosta_State_University	http://yago-knowledge.org/resource/Valdosta_State_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VTBNRSG643UMFPVG5DBORSV6VLONF3GK4TTNF2HS===
http://www.wikidata.org/entity/Q2495945	1601	West Georgia College	GA	IIA	466	391	353.0	392	595	502	454.0	502	98	50	97	27	272	http://dbpedia.org/resource/University_of_West_Georgia	medium	medium	157	http://dbpedia.org/resource/University_of_West_Georgia	http://yago-knowledge.org/resource/University_of_West_Georgia	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPVOZLTORPUOZLPOJTWSYI=
http://www.wikidata.org/entity/Q5547419	1602	Georgia College	GA	IIA	447	388	340.0	373	571	496	440.0	479	47	41	80	11	179	http://dbpedia.org/resource/Georgia_College_&_State_University	medium	medium	158	http://dbpedia.org/resource/Georgia_College_&_State_University	http://yago-knowledge.org/resource/Georgia_College_&_State_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3FN5ZGO2LBL5BW63DMMVTWKXZGL5JXIYLUMVPVK3TJOZSXE43JOR4Q====
http://www.wikidata.org/entity/Q5178987	3484	Covenant College	GA	IIB	429	371	312.0	388	519	492	390.0	484	19	12	6	1	38	http://dbpedia.org/resource/Covenant_College	medium	medium	159	http://dbpedia.org/resource/Covenant_College	http://yago-knowledge.org/resource/Covenant_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3POZSW4YLOORPUG33MNRSWOZI=
http://www.wikidata.org/entity/Q1171185	21078	University of Hawaii-West Oahu	HI	IIB	513	*	396.0	449	654	*	512.0	576	8	4	8	0	20	http://dbpedia.org/resource/University_of_Hawaii%E2%80%93West_Oahu	medium	medium	160	http://dbpedia.org/resource/University_of_Hawaii-West_Oahu		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3QMFTWKL2VNZUXMZLSONUXI6K7N5TF6SDBO5QWS2JNK5SXG5C7J5QWQ5I=
http://www.wikidata.org/entity/Q2150914	29020	University of Hawaii at Hilo	HI	IIB	576	461	414.0	467	731	591	534.0	598	43	47	37	14	141	http://dbpedia.org/resource/University_of_Hawaii_at_Hilo	medium	high	161	http://dbpedia.org/resource/University_of_Hawaii_at_Hilo	http://yago-knowledge.org/resource/University_of_Hawaii_at_Hilo	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPUQYLXMFUWSX3BORPUQ2LMN4======
http://www.wikidata.org/entity/Q4965764	1846	Briar Cliff College	IA	IIB	367	324	286.0	313	473	412	359.0	398	16	13	28	3	60	http://dbpedia.org/resource/Briar_Cliff_University	low	low	162	http://dbpedia.org/resource/Briar_Cliff_University	http://yago-knowledge.org/resource/Briar_Cliff_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTSNFQXEX2DNRUWMZS7KVXGS5TFOJZWS5DZ
http://www.wikidata.org/entity/Q4985470	1847	Buena Vista College	IA	IIB	484	416	339.0	382	606	522	440.0	486	20	12	30	10	72	http://dbpedia.org/resource/Buena_Vista_University	medium	medium	163	http://dbpedia.org/resource/Buena_Vista_University	http://yago-knowledge.org/resource/Buena_Vista_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTVMVXGCX2WNFZXIYK7KVXGS5TFOJZWS5DZ
http://www.wikidata.org/entity/Q5060598	1850	Central University of Iowa	IA	IIB	464	413	334.0	395	572	507	405.0	483	23	36	22	8	89	http://dbpedia.org/resource/Central_College_(Iowa)	medium	medium	164	http://dbpedia.org/resource/Central_College_(Iowa)	http://yago-knowledge.org/resource/Central_College_(Iowa)	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3FNZ2HEYLML5BW63DMMVTWKXZIJFXXOYJJ
http://www.wikidata.org/entity/Q5127510	1852	Clarke College	IA	IIB	436	361	312.0	338	512	445	379.0	407	11	10	25	8	54	http://dbpedia.org/resource/Clarke_University	low	low	165	http://dbpedia.org/resource/Clarke_University	http://yago-knowledge.org/resource/Clarke_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3MMFZGWZK7KVXGS5TFOJZWS5DZ
http://www.wikidata.org/entity/Q5140489	1854	Coe College	IA	IIB	516	421	340.0	436	671	541	459.0	570	30	21	22	0	73	http://dbpedia.org/resource/Coe_College	medium	medium	166	http://dbpedia.org/resource/Coe_College	http://yago-knowledge.org/resource/Coe_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3PMVPUG33MNRSWOZI=
http://www.wikidata.org/entity/Q5171517	1856	Cornell College	IA	IIB	578	426	368.0	468	693	534	463.0	574	31	22	17	5	75	http://dbpedia.org/resource/Cornell_College	medium	medium	167	http://dbpedia.org/resource/Cornell_College	http://yago-knowledge.org/resource/Cornell_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3POJXGK3DML5BW63DMMVTWK===
http://www.wikidata.org/entity/Q3112939	1859	Dordt College	IA	IIB	411	356	308.0	355	548	470	406.0	472	30	14	16	12	72	http://dbpedia.org/resource/Dordt_College	medium	medium	168	http://dbpedia.org/resource/Dordt_College	http://yago-knowledge.org/resource/Dordt_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDPOJSHIX2DN5WGYZLHMU======
http://www.wikidata.org/entity/Q5305629	1860	Drake University	IA	IIA	601	458	409.0	481	762	578	496.0	600	101	61	107	16	285	http://dbpedia.org/resource/Drake_University	medium	high	169	http://dbpedia.org/resource/Drake_University	http://yago-knowledge.org/resource/Drake_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDSMFVWKX2VNZUXMZLSONUXI6I=
http://www.wikidata.org/entity/Q3113029	1866	Graceland College	IA	IIB	411	331	301.0	345	490	401	366.0	418	26	11	29	1	70	http://dbpedia.org/resource/Graceland_University	low	low	170	http://dbpedia.org/resource/Graceland_University	http://yago-knowledge.org/resource/Graceland_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3SMFRWK3DBNZSF6VLONF3GK4TTNF2HS===
http://www.wikidata.org/entity/Q5595242	1867	Grand View College	IA	IIB	385	320	295.0	329	481	405	377.0	416	22	31	20	2	75	http://dbpedia.org/resource/Grand_View_University	low	low	171	http://dbpedia.org/resource/Grand_View_University	http://yago-knowledge.org/resource/Grand_View_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3SMFXGIX2WNFSXOX2VNZUXMZLSONUXI6I=
http://www.wikidata.org/entity/Q2982991	1868	Grinnell College	IA	IIB	642	517	405.0	513	809	641	496.0	638	46	36	52	3	139	http://dbpedia.org/resource/Grinnell_College	high	high	172	http://dbpedia.org/resource/Grinnell_College	http://yago-knowledge.org/resource/Grinnell_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3SNFXG4ZLMNRPUG33MNRSWOZI=
http://www.wikidata.org/entity/Q1136919	1869	Iowa State University	IA	I	684	506	404.0	534	842	635	514.0	666	467	353	284	84	1188	http://dbpedia.org/resource/Iowa_State_University	high	high	173	http://dbpedia.org/resource/Iowa_State_University	http://yago-knowledge.org/resource/Iowa_State_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SLPO5QV6U3UMF2GKX2VNZUXMZLSONUXI6I=
http://www.wikidata.org/entity/Q6678799	1873	Loras College	IA	IIB	419	363	314.0	363	531	438	378.0	445	37	35	31	6	109	http://dbpedia.org/resource/Loras_College	medium	medium	174	http://dbpedia.org/resource/Loras_College	http://yago-knowledge.org/resource/Loras_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDPOJQXGX2DN5WGYZLHMU======
http://www.wikidata.org/entity/Q6705538	1874	Luther College	IA	IIB	478	399	347.0	404	630	548	445.0	531	63	26	50	16	155	http://dbpedia.org/resource/Luther_College_(Iowa)	medium	medium	175	http://dbpedia.org/resource/Luther_College_(Iowa)	http://yago-knowledge.org/resource/Luther_College_(Iowa)	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDVORUGK4S7INXWY3DFM5SV6KCJN53WCKI=
http://www.wikidata.org/entity/Q6912982	1879	Morningside College	IA	IIB	389	331	303.0	341	495	414	365.0	425	20	29	16	1	66	http://dbpedia.org/resource/Morningside_College	low	low	176	http://dbpedia.org/resource/Morningside_College	http://yago-knowledge.org/resource/Morningside_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLPOJXGS3THONUWIZK7INXWY3DFM5SQ====
http://www.wikidata.org/entity/Q6922160	1880	Mount Mercy College	IA	IIB	379	356	334.0	337	465	427	396.0	405	7	20	28	8	63	http://dbpedia.org/resource/Mount_Mercy_College,_Cork	low	low	177	http://dbpedia.org/resource/Mount_Mercy_College,_Cork	http://yago-knowledge.org/resource/Mount_Mercy_College,_Cork	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLPOVXHIX2NMVZGG6K7INXWY3DFM5SSYX2DN5ZGW===
http://www.wikidata.org/entity/Q4805015	1881	Mount St. Clare College	IA	IIA	*	*		302	*	*		373	0	0	0	0	18	http://dbpedia.org/resource/Ashford_University	low	low	178	http://dbpedia.org/resource/Ashford_University	http://yago-knowledge.org/resource/Ashford_University	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLTNBTG64TEL5KW42LWMVZHG2LUPE======
http://www.wikidata.org/entity/Q7060296	1883	Northwestern College	IA	IIB	430	372	311.0	344	531	477	394.0	434	9	16	27	6	58	http://dbpedia.org/resource/Northwestern_College_(Minnesota)	low	low	179	http://dbpedia.org/resource/University_of_Northwestern_-_St._Paul		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPU433SORUHOZLTORSXE3S756732X2TOQXF6UDBOVWA====
http://www.wikidata.org/entity/Q7521073	1887	Simpson College	IA	IIB	491	377	339.0	394	645	473	434.0	504	25	11	17	14	67	http://dbpedia.org/resource/Simpson_College	medium	medium	180	http://dbpedia.org/resource/Simpson_College	http://yago-knowledge.org/resource/Simpson_College	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3JNVYHG33OL5BW63DMMVTWK===
http://www.wikidata.org/entity/Q1669453	1889	St. Ambrose University	IA	IIB	431	374	325.0	362	541	471	401.0	450	29	15	44	8	98	http://dbpedia.org/resource/Saint_Ambrose_University	medium	medium	181	http://dbpedia.org/resource/St._Ambrose_University		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3UFZPUC3LCOJXXGZK7KVXGS5TFOJZWS5DZ
http://www.wikidata.org/entity/Q1781094	1890	University of Northern Iowa	IA	IIA	586	469	390.0	447	730	591	491.0	561	155	152	226	89	622	http://dbpedia.org/resource/University_of_Northern_Iowa	medium	medium	182	http://dbpedia.org/resource/University_of_Northern_Iowa	http://yago-knowledge.org/resource/University_of_Northern_Iowa	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPU433SORUGK4TOL5EW653B
http://www.wikidata.org/entity/Q910669	1891	University of Dubuque	IA	IIB	351	315	309.0	323	443	392	358.0	396	19	23	14	2	58	http://dbpedia.org/resource/University_of_Dubuque	low	low	183	http://dbpedia.org/resource/University_of_Dubuque	http://yago-knowledge.org/resource/University_of_Dubuque	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF3GK4TTNF2HSX3PMZPUI5LCOVYXKZI=
