Wikidata_URI15	id	Company	Industry	Country	rating	Sales	Profits	Assets	Rank	DBpedia_URI	label	DBpedia_URI15	YAGO_URI15	DBpedia_URI15_Base32
http://www.wikidata.org/entity/Q165684	402	Rogers Communications	Telecommunications services	Canada	25.3	12.5	1.7	19.7	448	http://dbpedia.org/resource/Rogers_Communications	medium	http://dbpedia.org/resource/Rogers_Communications	http://yago-knowledge.org/resource/Rogers_Communications	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTPM5SXE427INXW23LVNZUWGYLUNFXW44Y=
http://www.wikidata.org/entity/Q904284	403	Shin-Etsu Chemical	Diversified Chemicals	Japan	28.7	12.7	1.2	21.8	450	http://dbpedia.org/resource/Shin-Etsu_Chemical	medium	http://dbpedia.org/resource/Shin-Etsu_Chemical	http://yago-knowledge.org/resource/Shin-Etsu_Chemical	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3INFXC2RLUON2V6Q3IMVWWSY3BNQ======
http://www.wikidata.org/entity/Q246985	404	Merck	Pharmaceuticals	Germany	32.0	13.8	0.7	28.6	451	http://dbpedia.org/resource/Merck	medium	http://dbpedia.org/resource/Merck		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLFOJRWW===
	405	Fifth Third Bancorp	Regional Banks	United States	14.7	7.1	1.6	121.9	452	http://dbpedia.org/resource/Fifth_Third_Bancorp	medium	http://dbpedia.org/resource/Fifth_Third_Bank		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTJMZ2GQX2UNBUXEZC7IJQW42Y=
http://www.wikidata.org/entity/Q716457	406	Toyota Tsusho	Trading Companies	Japan	9.2	71.5	0.8	34.4	453	http://dbpedia.org/resource/Toyota_Tsusho	low	http://dbpedia.org/resource/Toyota_Tsusho	http://yago-knowledge.org/resource/Toyota_Tsusho	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDPPFXXIYK7KRZXK43IN4======
http://www.wikidata.org/entity/Q360294	407	CRH	Construction Materials	Ireland	16.7	24.6	0.7	27.6	454	http://dbpedia.org/resource/CRH	medium	http://dbpedia.org/resource/CRH		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q2SJA======
	408	Raiffeisen Bank International	Major Banks	Austria	7.6	13.9	1.3	190.5	455	http://dbpedia.org/resource/Raiffeisen_Bank_International	low	http://dbpedia.org/resource/Raiffeisen_Zentralbank		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTBNFTGMZLJONSW4X22MVXHI4TBNRRGC3TL
http://www.wikidata.org/entity/Q854867	409	Bharti Airtel	Telecommunications services	India	21.8	14.0	0.8	29.8	456	http://dbpedia.org/resource/Bharti_Airtel	medium	http://dbpedia.org/resource/Bharti_Airtel	http://yago-knowledge.org/resource/Bharti_Airtel	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTIMFZHI2K7IFUXE5DFNQ======
http://www.wikidata.org/entity/Q902780	410	Praxair	Specialized Chemicals	United States	33.6	11.2	1.7	18.1	457	http://dbpedia.org/resource/Praxair	medium	http://dbpedia.org/resource/Praxair	http://yago-knowledge.org/resource/Praxair	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDSMF4GC2LS
http://www.wikidata.org/entity/Q152433	411	Xerox	Business Products & Supplies	United States	10.7	22.4	1.2	30.0	458	http://dbpedia.org/resource/Xerox	medium	http://dbpedia.org/resource/Xerox		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6WDFOJXXQ===
http://www.wikidata.org/entity/Q1343118	412	Intesa Sanpaolo	Major Banks	Italy	26.4	47.7	-10.6	813.8	459	http://dbpedia.org/resource/Intesa_Sanpaolo	medium	http://dbpedia.org/resource/Intesa_Sanpaolo	http://yago-knowledge.org/resource/Intesa_Sanpaolo	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SLOORSXGYK7KNQW44DBN5WG6===
http://www.wikidata.org/entity/Q623042	413	Bank Rakyat Indonesia	Regional Banks	Indonesia	22.4	6.0	1.9	57.0	461	http://dbpedia.org/resource/Bank_Rakyat_Indonesia	medium	http://dbpedia.org/resource/Bank_Rakyat_Indonesia	http://yago-knowledge.org/resource/Bank_Rakyat_Indonesia	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTBNZVV6UTBNN4WC5C7JFXGI33OMVZWSYI=
	414	Porsche Automobil Holding	Auto & Truck Manufacturers	Germany	24.5	5.2	10.3	41.1	462	http://dbpedia.org/resource/Porsche_Automobil_Holding	medium	http://dbpedia.org/resource/Porsche_Automobil_Holding_SE		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDPOJZWG2DFL5AXK5DPNVXWE2LML5EG63DENFXGOX2TIU======
http://www.wikidata.org/entity/Q631047	415	HDFC Bank	Regional Banks	India	28.1	6.5	1.0	66.7	463	http://dbpedia.org/resource/HDFC_Bank	medium	http://dbpedia.org/resource/HDFC_Bank	http://yago-knowledge.org/resource/HDFC_Bank	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SCEIZBV6QTBNZVQ====
http://www.wikidata.org/entity/Q634298	416	National Bank of Canada	Major Banks	Canada	12.3	7.1	1.6	184.0	464	http://dbpedia.org/resource/National_Bank_of_Canada	medium	http://dbpedia.org/resource/National_Bank_of_Canada	http://yago-knowledge.org/resource/National_Bank_of_Canada	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TTBORUW63TBNRPUEYLONNPW6ZS7INQW4YLEME======
http://www.wikidata.org/entity/Q697311	417	Magna International	Auto & Truck Parts	Canada	13.2	30.8	1.4	17.1	465	http://dbpedia.org/resource/Magna_International	medium	http://dbpedia.org/resource/Magna_International	http://yago-knowledge.org/resource/Magna_International	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLBM5XGCX2JNZ2GK4TOMF2GS33OMFWA====
http://www.wikidata.org/entity/Q910866	418	Humana	Managed Health Care	United States	11.1	39.1	1.2	20.0	466	http://dbpedia.org/resource/Humana	medium	http://dbpedia.org/resource/Humana	http://yago-knowledge.org/resource/Humana	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDVNVQW4YI=
	419	Kirin Holdings	Beverages	Japan	15.2	21.6	0.6	33.6	467	http://dbpedia.org/resource/Kirin_Holdings	medium	http://dbpedia.org/resource/Kirin_Holdings		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S3JOJUW4X2IN5WGI2LOM5ZQ====
	420	Keppel Corp	Conglomerates	Singapore	17.0	11.4	1.8	23.9	469	http://dbpedia.org/resource/Keppel_Corp	medium	http://dbpedia.org/resource/Keppel_Corporation		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S3FOBYGK3C7INXXE4DPOJQXI2LPNY======
http://www.wikidata.org/entity/Q782697	421	Compass Group	Restaurants	United Kingdom	23.1	27.3	1.0	14.4	471	http://dbpedia.org/resource/Compass_Group	medium	http://dbpedia.org/resource/Compass_Group	http://yago-knowledge.org/resource/Compass_Group	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3PNVYGC43TL5DXE33VOA======
http://www.wikidata.org/entity/Q1477661	422	Paccar	Heavy Equipment	United States	18.0	17.0	1.1	18.6	472	http://dbpedia.org/resource/Paccar	medium	http://dbpedia.org/resource/Paccar	http://yago-knowledge.org/resource/Paccar	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDBMNRWC4Q=
	423	China Coal Energy	Diversified Metals & Mining	China	12.2	13.6	1.5	29.5	473	http://dbpedia.org/resource/China_Coal_Energy	medium	http://dbpedia.org/resource/ChinaCoal		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3INFXGCQ3PMFWA====
http://www.wikidata.org/entity/Q296007	424	Aon	Insurance Brokers	United Kingdom	18.7	11.5	1.0	30.5	473	http://dbpedia.org/resource/Aon	medium	http://dbpedia.org/resource/Aon		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLPNY======
http://www.wikidata.org/entity/Q931032	425	Kinder Morgan	Oil Services & Equipment	United States	41.2	10.0	0.4	68.5	476	http://dbpedia.org/resource/Kinder_Morgan	medium	http://dbpedia.org/resource/Kinder_Morgan	http://yago-knowledge.org/resource/Kinder_Morgan	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S3JNZSGK4S7JVXXEZ3BNY======
http://www.wikidata.org/entity/Q2038986	426	Siam Commercial Bank	Regional Banks	Thailand	21.5	6.0	1.3	74.2	477	http://dbpedia.org/resource/Siam_Commercial_Bank	medium	http://dbpedia.org/resource/Siam_Commercial_Bank	http://yago-knowledge.org/resource/Siam_Commercial_Bank	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3JMFWV6Q3PNVWWK4TDNFQWYX2CMFXGW===
http://www.wikidata.org/entity/Q2376711	427	Sysco	Food Retail	United States	19.8	43.4	1.1	12.4	479	http://dbpedia.org/resource/Sysco	medium	http://dbpedia.org/resource/Sysco	http://yago-knowledge.org/resource/Sysco	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3ZONRW6===
http://www.wikidata.org/entity/Q1439075	428	Fortum	Electric Utilities	Finland	17.6	8.1	1.9	32.3	480	http://dbpedia.org/resource/Fortum	medium	http://dbpedia.org/resource/Fortum	http://yago-knowledge.org/resource/Fortum	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTPOJ2HK3I=
http://www.wikidata.org/entity/Q757164	429	Atlas Copco	Other Industrial Equipment	Sweden	35.2	13.4	2.1	12.5	481	http://dbpedia.org/resource/Atlas_Copco	medium	http://dbpedia.org/resource/Atlas_Copco	http://yago-knowledge.org/resource/Atlas_Copco	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLUNRQXGX2DN5YGG3Y=
http://www.wikidata.org/entity/Q486976	430	LG Chem	Specialized Chemicals	South Korea	16.2	21.9	1.4	15.4	482	http://dbpedia.org/resource/LG_Chem	medium	http://dbpedia.org/resource/LG_Chem	http://yago-knowledge.org/resource/LG_Chem	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TCHL5BWQZLN
http://www.wikidata.org/entity/Q1812208	431	Woodside Petroleum	Oil & Gas Operations	Australia	31.9	6.4	3.0	23.9	483	http://dbpedia.org/resource/Woodside_Petroleum	medium	http://dbpedia.org/resource/Woodside_Petroleum	http://yago-knowledge.org/resource/Woodside_Petroleum	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6V3PN5SHG2LEMVPVAZLUOJXWYZLVNU======
http://www.wikidata.org/entity/Q1616858	432	Tatneft	Oil & Gas Operations	Russia	14.8	13.0	2.1	19.5	484	http://dbpedia.org/resource/Tatneft	medium	http://dbpedia.org/resource/Tatneft	http://yago-knowledge.org/resource/Tatneft	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDBORXGKZTU
http://www.wikidata.org/entity/Q27893	433	ArcelorMittal	Iron & Steel	Luxembourg	23.1	84.2	-3.7	114.6	485	http://dbpedia.org/resource/ArcelorMittal	medium	http://dbpedia.org/resource/ArcelorMittal	http://yago-knowledge.org/resource/ArcelorMittal	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLSMNSWY33SJVUXI5DBNQ======
http://www.wikidata.org/entity/Q188326	434	H&M	Apparel/Footwear Retail	Sweden	59.8	18.1	2.5	8.8	486	http://dbpedia.org/resource/H&M	medium	http://dbpedia.org/resource/H&M	http://yago-knowledge.org/resource/H&M	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SBGJU======
	435	Suzuki Motor	Auto & Truck Manufacturers	Japan	13.3	30.3	0.7	27.2	487	http://dbpedia.org/resource/Suzuki_Motor	medium	http://dbpedia.org/resource/Suzuki		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3VPJ2WW2I=
http://www.wikidata.org/entity/Q39146	436	Bank of Beijing	Regional Banks	China	13.1	6.3	1.4	151.7	488	http://dbpedia.org/resource/Bank_of_Beijing	medium	http://dbpedia.org/resource/Bank_of_Beijing	http://yago-knowledge.org/resource/Bank_of_Beijing	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTBNZVV633GL5BGK2LKNFXGO===
http://www.wikidata.org/entity/Q133067	437	Mosaic	Specialized Chemicals	United States	26.7	10.1	1.9	17.3	490	http://dbpedia.org/resource/Mosaic	medium	http://dbpedia.org/resource/Mosaic		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLPONQWSYY=
	438	GFNorte	Regional Banks	Mexico	18.5	7.7	0.8	70.6	491	http://dbpedia.org/resource/GFNorte	medium	http://dbpedia.org/resource/Banorte		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTBNZXXE5DF
http://www.wikidata.org/entity/Q745099	439	Kyocera	Electronics	Japan	17.1	14.4	1.0	24.0	492	http://dbpedia.org/resource/Kyocera	medium	http://dbpedia.org/resource/Kyocera	http://yago-knowledge.org/resource/Kyocera	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S3ZN5RWK4TB
http://www.wikidata.org/entity/Q117059	440	Associated British Foods	Food Processing	United Kingdom	22.7	19.8	0.9	16.2	493	http://dbpedia.org/resource/Associated_British_Foods	medium	http://dbpedia.org/resource/Associated_British_Foods	http://yago-knowledge.org/resource/Associated_British_Foods	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLTONXWG2LBORSWIX2COJUXI2LTNBPUM33PMRZQ====
http://www.wikidata.org/entity/Q847931	441	Origin Energy	Electric Utilities	Australia	14.9	13.2	1.0	28.7	494	http://dbpedia.org/resource/Origin_Energy	medium	http://dbpedia.org/resource/Origin_Energy	http://yago-knowledge.org/resource/Origin_Energy	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6T3SNFTWS3S7IVXGK4THPE======
http://www.wikidata.org/entity/Q165858	442	Telus	Telecommunications services	Canada	22.3	11.0	1.3	20.5	496	http://dbpedia.org/resource/Telus	medium	http://dbpedia.org/resource/Telus	http://yago-knowledge.org/resource/Telus	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDFNR2XG===
http://www.wikidata.org/entity/Q543449	443	Etisalat	Telecommunications services	United Arab Emirates	21.8	9.0	1.8	21.8	497	http://dbpedia.org/resource/Etisalat	medium	http://dbpedia.org/resource/Etisalat		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RLUNFZWC3DBOQ======
http://www.wikidata.org/entity/Q350611	444	Progressive	Property & Casualty Insurance	United States	15.2	17.1	0.9	22.7	499	http://dbpedia.org/resource/Progressive	medium	http://dbpedia.org/resource/Progressive		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDSN5TXEZLTONUXMZI=
http://www.wikidata.org/entity/Q7449804	445	Sempra Energy	Natural Gas Utilities	United States	19.2	9.6	0.9	36.5	500	http://dbpedia.org/resource/Sempra_Energy	medium	http://dbpedia.org/resource/Sempra_Energy	http://yago-knowledge.org/resource/Sempra_Energy	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3FNVYHEYK7IVXGK4THPE======
http://www.wikidata.org/entity/Q231931	446	Corning	Communications Equipment	United States	19.0	8.0	1.7	29.4	501	http://dbpedia.org/resource/Corning	medium	http://dbpedia.org/resource/Corning		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3POJXGS3TH
http://www.wikidata.org/entity/Q998470	447	Reed Elsevier	Printing & Publishing	United Kingdom	25.6	9.9	1.7	17.9	502	http://dbpedia.org/resource/Reed_Elsevier	medium	http://dbpedia.org/resource/Reed_Elsevier	http://yago-knowledge.org/resource/Reed_Elsevier	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTFMVSF6RLMONSXM2LFOI======
	448	Dongfeng Motor Group	Auto & Truck Manufacturers	China	11.8	19.7	1.4	19.2	503	http://dbpedia.org/resource/Dongfeng_Motor_Group	medium	http://dbpedia.org/resource/Dongfeng_Motor	http://yago-knowledge.org/resource/Dongfeng_Motor_Group	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDPNZTWMZLOM5PU233UN5ZA====
	449	Tokio Marine Holdings	Property & Casualty Insurance	Japan	23.5	39.4	0.1	196.4	503	http://dbpedia.org/resource/Tokio_Marine_Holdings	medium	http://dbpedia.org/resource/Tokio_Marine		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDPNNUW6X2NMFZGS3TF
http://www.wikidata.org/entity/Q1753718	450	Sandvik	Other Industrial Equipment	Sweden	20.5	15.2	1.2	16.0	505	http://dbpedia.org/resource/Sandvik	medium	http://dbpedia.org/resource/Sandvik	http://yago-knowledge.org/resource/Sandvik	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3BNZSHM2LL
http://www.wikidata.org/entity/Q41187	451	Sony	Consumer Electronics	Japan	17.6	78.5	-5.5	160.3	506	http://dbpedia.org/resource/Sony	medium	http://dbpedia.org/resource/Sony	http://yago-knowledge.org/resource/Sony	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3PNZ4Q====
http://www.wikidata.org/entity/Q577166	452	Poly Real Estate	Real Estate	China	12.2	9.6	1.3	40.3	507	http://dbpedia.org/resource/Poly_Real_Estate	medium	http://dbpedia.org/resource/Poly_Real_Estate	http://yago-knowledge.org/resource/Poly_Real_Estate	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDPNR4V6UTFMFWF6RLTORQXIZI=
http://www.wikidata.org/entity/Q397223	453	Agrium	Specialized Chemicals	Canada	15.3	16.7	1.5	16.0	509	http://dbpedia.org/resource/Agrium	medium	http://dbpedia.org/resource/Agrium	http://yago-knowledge.org/resource/Agrium	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLHOJUXK3I=
http://www.wikidata.org/entity/Q173476	454	Cummins	Heavy Equipment	United States	22.3	17.3	1.5	12.5	510	http://dbpedia.org/resource/Cummins	medium	http://dbpedia.org/resource/Cummins	http://yago-knowledge.org/resource/Cummins	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3VNVWWS3TT
http://www.wikidata.org/entity/Q1275577	455	EOG Resources	Oil & Gas Operations	United States	35.4	11.7	0.6	27.3	511	http://dbpedia.org/resource/EOG_Resources	medium	http://dbpedia.org/resource/EOG_Resources	http://yago-knowledge.org/resource/EOG_Resources	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RKPI5PVEZLTN52XEY3FOM======
http://www.wikidata.org/entity/Q1519267	456	Omnicom Group	Advertising	United States	15.7	14.2	1.0	22.2	512	http://dbpedia.org/resource/Omnicom_Group	medium	http://dbpedia.org/resource/Omnicom_Group	http://yago-knowledge.org/resource/Omnicom_Group	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6T3NNZUWG33NL5DXE33VOA======
http://www.wikidata.org/entity/Q688725	457	Teck Resources	Diversified Metals & Mining	Canada	17.4	10.4	0.8	34.8	513	http://dbpedia.org/resource/Teck_Resources	medium	http://dbpedia.org/resource/Teck_Resources	http://yago-knowledge.org/resource/Teck_Resources	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDFMNVV6UTFONXXK4TDMVZQ====
	458	Qatar National Bank	Regional Banks	Qatar	25.7	4.0	2.3	100.8	514	http://dbpedia.org/resource/Qatar_National_Bank	medium	http://dbpedia.org/resource/QNB_Group		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UKOIJPUO4TPOVYA====
http://www.wikidata.org/entity/Q642106	459	Tenaris	Oil Services & Equipment	Luxembourg	24.2	11.1	1.7	15.7	515	http://dbpedia.org/resource/Tenaris	medium	http://dbpedia.org/resource/Tenaris	http://yago-knowledge.org/resource/Tenaris	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDFNZQXE2LT
http://www.wikidata.org/entity/Q1584297	460	Tenaga Nasional	Electric Utilities	Malaysia	12.6	11.5	1.3	28.3	516	http://dbpedia.org/resource/Tenaga_Nasional	medium	http://dbpedia.org/resource/Tenaga_Nasional	http://yago-knowledge.org/resource/Tenaga_Nasional	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDFNZQWOYK7JZQXG2LPNZQWY===
http://www.wikidata.org/entity/Q1476105	461	Toyota Industries	Auto & Truck Parts	Japan	11.7	18.6	0.7	32.2	517	http://dbpedia.org/resource/Toyota_Industries	medium	http://dbpedia.org/resource/Toyota_Industries	http://yago-knowledge.org/resource/Toyota_Industries	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDPPFXXIYK7JFXGI5LTORZGSZLT
	462	Swire Pacific	Conglomerates	Hong Kong-China	18.8	5.7	2.3	41.5	517	http://dbpedia.org/resource/Swire_Pacific	medium	http://dbpedia.org/resource/Swire_Group		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3XNFZGKX2HOJXXK4A=
http://www.wikidata.org/entity/Q6541837	463	Liberty Interactive	Internet & Catalog Retail	United States	14.6	10.1	1.5	26.3	519	http://dbpedia.org/resource/Liberty_Interactive	medium	http://dbpedia.org/resource/Liberty_Interactive		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDJMJSXE5DZL5EW45DFOJQWG5DJOZSQ====
	464	J Sainsbury	Food Retail	United Kingdom	10.4	35.7	1.0	19.7	520	http://dbpedia.org/resource/J_Sainsbury	medium	http://dbpedia.org/resource/Sainsbury's		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3BNFXHGYTVOJ4SO4Y=
http://www.wikidata.org/entity/Q791179	465	Aviva	Life & Health Insurance	United Kingdom	14.5	69.0	-5.1	512.7	520	http://dbpedia.org/resource/Aviva	medium	http://dbpedia.org/resource/Aviva	http://yago-knowledge.org/resource/Aviva	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLWNF3GC===
	466	Anglo American	Diversified Metals & Mining	United Kingdom	39.9	29.4	-1.5	78.1	522	http://dbpedia.org/resource/Anglo_American	medium	http://dbpedia.org/resource/Anglo-American		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLOM5WG6LKBNVSXE2LDMFXA====
http://www.wikidata.org/entity/Q709535	467	Cheung Kong Holdings	Real Estate	Hong Kong-China	33.7	2.5	4.1	49.4	523	http://dbpedia.org/resource/Cheung_Kong_Holdings	medium	http://dbpedia.org/resource/Cheung_Kong_Holdings	http://yago-knowledge.org/resource/Cheung_Kong_Holdings	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3IMV2W4Z27JNXW4Z27JBXWYZDJNZTXG===
http://www.wikidata.org/entity/Q276557	468	Kasikornbank	Major Banks	Thailand	17.5	6.0	1.2	67.8	524	http://dbpedia.org/resource/Kasikornbank	medium	http://dbpedia.org/resource/Kasikornbank	http://yago-knowledge.org/resource/Kasikornbank	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S3BONUWW33SNZRGC3TL
http://www.wikidata.org/entity/Q407704	469	Carlsberg	Beverages	Denmark	15.8	11.6	1.0	27.2	525	http://dbpedia.org/resource/Carlsberg	medium	http://dbpedia.org/resource/Carlsberg		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BOJWHGYTFOJTQ====
http://www.wikidata.org/entity/Q3884	470	Amazon.com	Internet & Catalog Retail	United States	119.0	61.1	0.0	32.6	525	http://dbpedia.org/resource/Amazon.com	high	http://dbpedia.org/resource/Amazon.com	http://yago-knowledge.org/resource/Amazon.com	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLNMF5G63ROMNXW2===
http://www.wikidata.org/entity/Q638231	471	Larsen & Toubro	Construction Services	India	17.2	12.6	0.9	23.8	527	http://dbpedia.org/resource/Larsen_&_Toubro	medium	http://dbpedia.org/resource/Larsen_&_Toubro	http://yago-knowledge.org/resource/Larsen_&_Toubro	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDBOJZWK3S7EZPVI33VMJZG6===
http://www.wikidata.org/entity/Q3403513	472	Principal Financial Group	Life & Health Insurance	United States	10.0	9.2	0.8	161.9	528	http://dbpedia.org/resource/Principal_Financial_Group	medium	http://dbpedia.org/resource/Principal_Financial_Group	http://yago-knowledge.org/resource/Principal_Financial_Group	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDSNFXGG2LQMFWF6RTJNZQW4Y3JMFWF6R3SN52XA===
	473	Waste Management	Environmental & Waste	United States	17.4	13.6	0.8	23.1	529	http://dbpedia.org/resource/Waste_Management	medium	http://dbpedia.org/resource/Waste_management		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6V3BON2GKX3NMFXGCZ3FNVSW45A=
http://www.wikidata.org/entity/Q951259	474	Murphy Oil	Oil & Gas Operations	United States	11.8	28.6	1.0	17.5	531	http://dbpedia.org/resource/Murphy_Oil	medium	http://dbpedia.org/resource/Murphy_Oil	http://yago-knowledge.org/resource/Murphy_Oil	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLVOJYGQ6K7J5UWY===
	475	CaixaBank	Regional Banks	Spain	16.8	16.3	0.3	450.1	532	http://dbpedia.org/resource/CaixaBank	medium	http://dbpedia.org/resource/Caixabank		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BNF4GCYTBNZVQ====
http://www.wikidata.org/entity/Q663452	476	TE Connectivity	Electronics	Switzerland	17.6	13.2	1.1	18.1	533	http://dbpedia.org/resource/TE_Connectivity	medium	http://dbpedia.org/resource/TE_Connectivity	http://yago-knowledge.org/resource/TE_Connectivity	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VCFL5BW63TOMVRXI2LWNF2HS===
http://www.wikidata.org/entity/Q1295105	477	Nomura Holdings	Investment Services	Japan	23.6	22.4	0.1	431.3	535	http://dbpedia.org/resource/Nomura_Holdings	medium	http://dbpedia.org/resource/Nomura_Holdings	http://yago-knowledge.org/resource/Nomura_Holdings	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TTPNV2XEYK7JBXWYZDJNZTXG===
